Built,area,bathroom,bedroom,price_sqft,Type,latitude,longitude
1977,904.0,1,3,398.23,HDB,1.321632,103.9384395
2014,1077.0,2,2,928.51,Condo,1.369845,103.776039
1963,637.0,1,2,573.0,HDB,1.288512,103.828464
2000,1292.0,2,3,743.03,Condo,1.38616,103.74618000000001
2008,1648.0,4,4,2305.83,Condo,1.299951,103.83007049999999
2017,1507.0,3,3,2322.5,Condo,1.276713,103.8533265
2014,2239.0,3,3,870.92,Condo,1.3856760000000001,103.8697515
1992,1528.0,2,3,477.75,HDB,1.352871,103.9567365
2013,2153.0,3,3,1950.77,Condo,1.268163,103.814379
1993,1582.0,2,4,404.55,HDB,1.352385,103.9598775
2017,2260.0,5,4,3490.27,Condo,1.303542,103.82468399999999
1997,936.0,3,2,1175.21,Condo,1.306098,103.7843595
2010,2121.0,3,3,886.37,Condo,1.31465,103.90201
2007,4862.0,4,2,2468.12,Condo,1.3199127397,103.841851866
2015,1442.0,2,3,1393.9,Condo,1.324359,103.92914250000001
2014,990.0,2,3,489.9,HDB,1.404936,103.8980385
2017,807.0,2,2,1796.78,Condo,1.3535440432,103.84867699879999
2013,635.0,1,2,2437.8,Condo,1.299015,103.836771
2015,872.0,2,3,1204.13,Condo,1.35026,103.93597
1980,1334.0,2,3,1259.37,Condo,1.308132,103.9070565
2014,969.0,2,3,877.19,Condo,1.389348,103.770297
2017,484.0,1,1,1756.2,Condo,1.307697712,103.7916296309
1964,495.0,2,1,541.41,HDB,1.304676,103.8004245
2003,1195.0,3,3,701.53,Condo,1.4351092979,103.8432712465
1996,1119.0,2,3,344.06,HDB,1.344591,103.7575845
2013,1195.0,2,2,1874.48,Condo,1.3162770000000001,103.778082
1997,1119.0,2,3,652.37,HDB,1.3344799999999999,103.85108000000001
1973,699.0,1,2,442.06,HDB,1.325439,103.9262085
2011,1206.0,2,3,694.86,HDB,1.3720139999999998,103.85307
1984,1593.0,3,4,400.5,HDB,1.339533,103.73781149999999
1997,1335.0,3,3,695.8,Condo,1.38616,103.74618000000001
2011,915.0,2,3,2000.0,Condo,1.3129110000000002,103.8421125
2015,710.0,1,2,1591.55,Condo,1.352538,103.8517155
2008,1141.0,2,2,2366.35,Condo,1.2946135237,103.83218463950001
1949,947.0,2,3,654.7,HDB,1.285407,103.831281
1995,990.0,2,3,378.79,HDB,1.435374,103.7946735
2015,915.0,2,2,1092.9,Condo,1.376082,103.902723
2010,3477.0,3,3,1610.58,Condo,1.28626,103.84244
2000,1237.0,2,3,685.53,Condo,1.3007099267,103.85475005110001
2002,1022.0,2,2,801.26,Condo,1.4451821735,103.8259838042
1992,1147.0,2,3,338.27,HDB,1.372896,103.9611555
2015,517.0,1,1,1702.13,Condo,1.31059,103.9254
2016,2282.0,4,4,744.96,Condo,1.3767120000000002,103.95992700000001
2015,2572.0,4,5,1384.14,Condo,1.31059,103.9254
1977,1323.0,2,3,513.98,HDB,1.3304340000000001,103.937481
2010,1173.0,3,3,2259.16,Condo,1.308168,103.83876
1994,1023.0,2,2,1251.22,Condo,1.3499299999999999,103.87584
2008,463.0,1,1,1555.08,Condo,1.3110079723999999,103.85974691860001
2014,753.0,2,2,1328.02,Condo,1.328094,103.8627765
2016,893.0,2,2,1097.42,Condo,1.369683,103.944501
2008,926.0,2,2,2105.83,Condo,1.290933,103.8383145
1984,1625.0,2,4,400.0,HDB,1.3484969999999998,103.72124699999999
1988,1119.0,2,3,337.8,HDB,1.384317,103.768866
2012,1001.0,2,3,397.6,HDB,1.4410889999999998,103.778118
2015,2196.0,3,3,846.99,Condo,1.381284,103.902876
2017,936.0,3,3,1217.95,Condo,1.3719963153,103.9448030088
2009,1195.0,2,3,1573.22,Condo,1.310706,103.858029
1986,1528.0,3,3,1034.03,Condo,1.31059,103.9254
2006,1119.0,3,3,1680.07,Condo,1.28928,103.82812
2014,1216.0,2,2,439.97,HDB,1.375605,103.7403585
2010,1551.0,3,3,1056.09,Condo,1.39735,103.89688000000001
2017,452.0,1,1,2210.18,Condo,1.2760200000000002,103.837491
1977,990.0,2,3,353.54,HDB,1.332981,103.9325985
2017,527.0,1,1,1518.03,Condo,1.310949,103.88272049999999
1980,731.0,2,2,311.9,HDB,1.444212,103.7740275
2017,495.0,1,1,1692.93,Condo,1.311192,103.858506
2014,710.0,2,2,1408.45,Condo,1.343349,103.719303
2011,1011.0,2,3,544.02,HDB,1.401957,103.90177800000001
2013,1163.0,3,3,1341.36,Condo,1.3150709999999999,103.758516
1980,1302.0,2,3,384.02,HDB,1.34261,103.92539000000001
2016,366.0,1,1,2975.1,Condo,1.297215,103.8368385
1999,1098.0,2,3,868.85,Condo,1.337526,103.736025
1987,1367.0,2,3,354.79,HDB,1.412532,103.83422850000001
1999,1195.0,2,3,405.86,HDB,1.44912,103.8167
2013,377.0,1,1,2594.16,Condo,1.297215,103.8368385
2014,968.0,2,3,475.21,HDB,1.39545,103.90626
2005,1184.0,3,3,1266.89,Condo,1.359567,103.83281099999999
2017,678.0,2,2,1696.17,Condo,1.3523129999999999,103.850721
2013,883.0,1,2,1039.64,Condo,1.43585,103.78698
1973,701.0,1,3,392.3,HDB,1.32026,103.86931
1993,1334.0,2,4,403.3,HDB,1.375182,103.9435695
2013,1001.0,2,3,458.54,HDB,1.394847,103.87796850000001
2005,969.0,2,3,412.8,HDB,1.40139,103.90608
2000,872.0,1,1,1490.83,Condo,1.2895919999999998,103.8412845
2013,1841.0,4,3,1846.82,Condo,1.34041,103.77221
2014,990.0,2,3,686.87,HDB,1.375776,103.8999645
2002,1184.0,2,3,346.28,HDB,1.44342,103.80769649999999
1985,1572.0,3,4,477.1,HDB,1.327176,103.903803
1990,1614.0,3,3,532.15,HDB,1.356606,103.883652
2000,2046.0,4,3,1173.02,Condo,1.292319,103.8248865
2000,1744612.0,2,4,0.31,HDB,1.382454,103.7615445
2016,1012.0,1,2,1173.91,Condo,1.353006,103.75913249999999
1982,1496.0,2,3,534.76,HDB,1.307754,103.855203
1984,1453.0,2,3,322.78,HDB,1.348209,103.7337975
1983,1496.0,2,2,1094.92,Condo,1.31283,103.92608
2018,936.0,2,3,1655.98,Condo,1.3459860000000001,103.725378
2016,570.0,1,1,1491.23,Condo,1.3432950000000001,103.8692115
1999,1399.0,2,3,355.97,HDB,1.451754,103.819014
2016,1044.0,3,3,1513.41,Condo,1.340451,103.8807765
1996,990.0,2,2,762.63,Condo,1.347399,103.95841949999999
2014,980.0,2,3,510.2,HDB,1.386558,103.7572065
2006,1874.0,3,3,1000.0,Condo,1.40584,103.90169
2002,1195.0,3,3,751.46,Condo,1.424295,103.8245175
2015,1195.0,2,3,525.52,HDB,1.4049989999999999,103.89851999999999
2010,1022.0,2,3,636.01,HDB,1.31255,103.89683000000001
2015,936.0,2,3,982.91,HDB,1.2950549999999998,103.8115485
2013,1454.0,4,4,949.11,Condo,1.371861,103.9438485
2015,797.0,2,2,1475.53,Condo,1.343412,103.881033
2016,398.0,1,1,1376.88,Condo,1.3617700000000001,103.88696
1994,1130.0,2,3,309.73,HDB,1.37511,103.93514549999999
2003,1195.0,3,3,701.26,Condo,1.423926,103.84933050000001
2017,796.0,2,2,1884.42,Condo,1.3535440432,103.84867699879999
1994,1604.0,2,3,394.01,HDB,1.376388,103.9424625
1979,721.0,2,2,381.41,HDB,1.304118,103.762206
2017,850.0,2,2,1676.47,Condo,1.328526,103.869324
2015,398.0,1,1,1505.03,Condo,1.355175,103.8664485
2016,570.0,1,1,1149.12,Condo,1.3764583828,103.7573924376
1980,1819.0,3,3,1072.02,Condo,1.3354469999999998,103.808934
2002,1184.0,2,3,336.99,HDB,1.443465,103.807035
2012,2659.0,4,4,1053.03,Condo,1.35025,103.83577
2014,517.0,1,1,1738.88,Condo,1.29084,103.82078
1984,990.0,2,3,505.05,HDB,1.357866,103.8734235
2013,1206.0,2,3,437.81,HDB,1.423125,103.847499
1983,646.0,1,2,368.42,HDB,1.370241,103.8708225
1992,1572.0,2,4,386.77,HDB,1.37259,103.9581225
2014,1141.0,2,3,744.96,HDB,1.336662,103.921623
2016,1098.0,2,3,3597.45,Condo,1.277127,103.8458115
2015,2013.0,4,4,1241.93,Condo,1.368765,103.7763585
1985,689.0,1,2,464.44,HDB,1.3499459999999999,103.72518000000001
2014,968.0,2,3,669.42,HDB,1.328436,103.723794
1984,1572.0,2,4,438.93,HDB,1.34995,103.75199
1999,1464.0,2,4,456.28,HDB,1.39635,103.90177800000001
2013,721.0,2,2,1345.35,Condo,1.307655,103.89949200000001
1998,1087.0,2,3,441.58,HDB,1.362681,103.890393
2017,958.0,1,2,1200.42,Condo,1.312848,103.8759345
2016,840.0,2,3,1380.95,Condo,1.3889340000000001,103.89508199999999
2001,1184.0,2,3,760.13,HDB,1.281159,103.827267
1987,688.0,2,2,501.45,HDB,1.3300290000000001,103.900995
1988,1130.0,2,3,517.7,HDB,1.3076799634,103.8515000511
2013,1001.0,2,2,2397.6,Condo,1.3152780000000002,103.840479
1990,1313.0,2,3,357.96,HDB,1.374615,103.872573
1996,1087.0,2,3,540.94,HDB,1.355913,103.845159
2017,872.0,2,3,1926.61,Condo,1.33444,103.77972
2007,1281.0,2,3,1327.09,Condo,1.312749,103.847598
1977,904.0,1,3,453.54,HDB,1.3211190000000002,103.941675
1997,1292.0,2,3,502.32,HDB,1.340964,103.747455
1998,1228.0,2,3,357.4,HDB,1.33949,103.70739
1980,1001.0,2,3,529.47,HDB,1.309419,103.8838995
2014,1206.0,2,4,488.39,HDB,1.388844,103.8800835
2010,958.0,2,2,2075.16,Condo,1.301373,103.898169
2016,484.0,1,1,1508.26,Condo,1.3312620000000002,103.869612
1976,1290.0,2,3,727.13,HDB,1.301535,103.9078125
2005,1733.0,3,3,721.29,Condo,1.348587,103.962276
2007,689.0,1,2,1741.65,Condo,1.309419,103.8631635
1980,1798.0,3,3,1040.04,Condo,1.334349,103.8086505
2017,919.0,2,3,1741.02,Condo,1.3189717685,103.7602905106
1980,1302.0,2,3,420.89,HDB,1.375983,103.8488625
2016,1184.0,2,3,1013.51,Condo,1.41003,103.90594
2013,2562.0,3,5,1556.6,Condo,1.3081770000000001,103.9146525
2009,1389.0,3,3,1173.51,Condo,1.34124,103.70798
2010,1485.0,3,3,1683.5,Condo,1.32435,103.8484035
1981,1972.0,3,4,669.37,Condo,1.337283,103.7254725
2004,1238.0,3,3,896.61,Condo,1.372959,103.90212
2014,1216.0,2,3,541.94,HDB,1.35026,103.93597
2013,484.0,1,1,1652.89,Condo,1.306971,103.88963249999999
1974,700.0,1,2,471.43,HDB,1.2828600000000001,103.82203
2011,947.0,2,2,2006.34,Condo,1.2771,103.849191
1978,883.0,2,3,339.75,HDB,1.33177,103.9399
2014,1216.0,2,3,476.15,HDB,1.389798,103.880646
1984,1023.0,2,3,332.36,HDB,1.434573,103.8317985
2014,947.0,2,2,992.61,Condo,1.438965,103.8313665
2015,431.0,1,1,1505.8,Condo,1.325385,103.85334
2015,2112.0,3,3,757.58,Condo,1.381284,103.902876
2017,710.0,1,1,2232.39,Condo,1.277226,103.8536955
2018,710.0,2,2,1521.13,Condo,1.378665,103.76395649999999
2017,560.0,1,1,2678.57,Condo,1.299159,103.857858
2012,818.0,1,1,2017.11,Condo,1.3044200000000001,103.8617
2008,1033.0,2,2,2371.73,Condo,1.280772,103.8526605
1988,1658.0,3,3,425.21,HDB,1.35552,103.93418
2008,883.0,2,2,1891.28,Condo,1.280772,103.8526605
2001,980.0,2,3,367.35,HDB,1.4571,103.8153105
1987,1120.0,2,3,437.5,HDB,1.3448879999999999,103.95324000000001
2014,1012.0,2,2,1630.43,Condo,1.290951,103.8170025
2018,474.0,1,1,1350.21,Condo,1.374372,103.9034835
2014,786.0,2,2,992.37,Condo,1.3809690000000001,103.90083299999999
1990,1323.0,2,3,438.4,HDB,1.364814,103.8657555
1998,1119.0,3,3,773.01,Condo,1.341558,103.76064000000001
1978,990.0,2,3,474.75,HDB,1.3291110000000002,103.927734
1975,699.0,1,3,500.71,HDB,1.3123799999999999,103.7869695
1964,645.0,2,2,400.14,HDB,1.304226,103.800402
1988,1313.0,2,4,361.77,HDB,1.415601,103.83543449999999
1996,958.0,2,2,762.0,Condo,1.348074,103.958784
1977,1044.0,2,3,477.97,HDB,1.310877,103.7695725
1989,1830.0,2,3,1136.61,Condo,1.3439269876,103.8754566053
1978,721.0,2,2,416.09,HDB,1.321056,103.7668995
1980,958.0,2,2,384.13,HDB,1.377504,103.84055550000001
1985,904.0,2,3,342.92,HDB,1.4405219999999999,103.8390075
1982,1291.0,2,3,542.22,HDB,1.31746,103.8855
1984,1248.0,2,3,398.24,HDB,1.349811,103.949577
1999,990.0,2,2,2525.25,Condo,1.302597,103.8296745
2009,947.0,2,2,1288.28,Condo,1.329156,103.945149
2017,764.0,1,1,2168.22,Condo,1.276713,103.8533265
2012,1453.0,2,2,1617.34,Condo,1.3204745314,103.84474006110001
2016,850.0,2,2,1117.65,Condo,1.3617700000000001,103.88696
2000,925.0,2,3,454.05,HDB,1.3929120000000002,103.8924045
2005,1346.0,2,2,1411.59,Condo,1.316025,103.784301
2015,1076.0,2,2,1486.99,Condo,1.317951,103.8514725
2013,2831.0,3,4,3850.23,Condo,1.308051,103.836168
1984,1528.0,2,4,502.62,HDB,1.35063,103.942251
1995,893.0,2,2,929.45,Condo,1.361133,103.9666905
1989,1302.0,2,3,271.12,HDB,1.346994,103.6945305
1982,904.0,2,2,342.92,HDB,1.344519,103.7389635
1975,1259.0,2,3,476.57,HDB,1.320147,103.9331655
2006,1238.0,3,3,953.15,Condo,1.32484,103.9108
2014,1173.0,2,3,681.16,HDB,1.375218,103.899996
2016,1808.0,2,2,2820.8,Condo,1.2972059999999999,103.838976
2013,1690.0,4,3,1650.89,Condo,1.268163,103.814379
2012,893.0,2,2,1343.78,Condo,1.3344799999999999,103.85108000000001
2004,1291.0,3,3,1549.19,Condo,1.266525,103.81656600000001
2017,1163.0,1,2,2279.78,Condo,1.277226,103.8536955
1984,1615.0,2,3,340.56,HDB,1.347327,103.747338
1995,1097.0,2,4,346.4,HDB,1.3406129999999998,103.7197845
2002,1475.0,2,3,2000.0,Condo,1.2959459999999998,103.829778
2015,1561.0,3,3,1145.99,Condo,1.34261,103.92539000000001
2000,915.0,2,3,437.16,HDB,1.39347,103.89205799999999
1995,1647.0,4,3,1627.2,Condo,1.296576,103.8705705
1983,1432.0,2,3,342.18,HDB,1.3467870000000002,103.9511385
2015,1001.0,2,3,574.43,HDB,1.40246,103.90686
2000,1184.0,2,3,370.68,HDB,1.344708,103.701312
2014,1496.0,3,4,1122.99,Condo,1.3521107491,103.8796145823
2015,990.0,2,2,959.6,Condo,1.3558860000000001,103.9653045
1998,1001.0,2,2,1188.81,Condo,1.358199,103.76415
1984,3594.0,5,4,1218.7,Condo,1.2796379999999998,103.7921355
2012,883.0,2,2,1359.0,Condo,1.326825,103.86223199999999
1978,990.0,2,3,439.39,HDB,1.3282559999999999,103.9289715
2011,538.0,1,1,2323.42,Condo,1.2792780000000001,103.850541
2015,893.0,2,3,972.0,HDB,1.295406,103.8121875
1984,645.0,1,2,426.36,HDB,1.3698629999999998,103.87008449999999
1983,1195.0,2,3,527.2,HDB,1.333566,103.8654585
2014,1216.0,2,3,524.67,HDB,1.4049,103.90272
2014,1076.0,3,3,866.17,Condo,1.40246,103.90686
2016,1001.0,2,3,1688.31,Condo,1.290591,103.8177315
2014,1001.0,3,3,1498.5,Condo,1.3703040000000002,103.84838549999999
1981,721.0,1,2,346.74,HDB,1.43621,103.83582
1988,1528.0,2,4,458.12,HDB,1.35018,103.94119350000001
1981,1459.0,2,3,540.1,HDB,1.36964,103.83187
2010,2626.0,5,4,1477.53,Condo,1.28626,103.84244
1999,1012.0,2,2,1106.72,Condo,1.312992,103.9399155
2010,743.0,1,1,2355.32,Condo,1.279647,103.8549735
2000,1248.0,3,3,945.51,Condo,1.4143299561000002,103.74822998440001
2024,527.0,1,2,2466.79,Condo,1.2994527049,103.852861492
1980,732.0,2,2,321.04,HDB,1.4431500000000002,103.775166
1997,1098.0,2,3,1229.51,Condo,1.34343,103.9628745
1977,1044.0,2,3,411.88,HDB,1.310877,103.7695725
2014,990.0,2,3,563.64,HDB,1.3559219999999998,103.9329135
2013,1281.0,3,3,1444.18,Condo,1.306656,103.88808449999999
1994,1572.0,2,4,378.5,HDB,1.37808,103.938174
2018,1066.0,2,3,1425.89,Condo,1.32336,103.7543175
1979,1755.0,4,4,569.8,HDB,1.380132,103.8293685
2014,1001.0,2,3,559.44,HDB,1.3709879999999999,103.94821800000001
2014,1001.0,2,3,2197.8,Condo,1.29328,103.82615
2014,1205.0,2,4,684.65,HDB,1.375218,103.899996
2015,1302.0,3,4,1228.88,Condo,1.35026,103.93597
2004,968.0,2,3,712.81,HDB,1.293849,103.808727
1989,1302.0,2,4,276.5,HDB,1.345329,103.695849
2013,3057.0,5,4,3925.42,Condo,1.308051,103.836168
1973,904.0,1,3,553.1,HDB,1.3344799999999999,103.85108000000001
1974,700.0,1,2,442.86,HDB,1.30572,103.91252850000001
2014,990.0,2,3,505.05,HDB,1.395,103.891959
2016,1066.0,2,2,1547.84,Condo,1.29229,103.76819
2017,635.0,2,2,2047.24,Condo,1.2928950000000001,103.8195675
1995,1905.0,2,5,377.95,HDB,1.428138,103.7745765
2017,678.0,1,1,2330.38,Condo,1.277226,103.8536955
2015,517.0,1,1,1450.68,Condo,1.312002,103.8859515
2001,1302.0,3,3,1267.28,Condo,1.34041,103.77221
2017,452.0,1,1,1546.46,Condo,1.309977,103.852953
2016,549.0,1,2,2732.24,Condo,1.317627,103.828572
1999,1023.0,3,3,848.48,Condo,1.3530870000000002,103.756149
1977,882.0,2,2,391.16,HDB,1.32138,103.8843045
2004,872.0,2,2,1697.25,Condo,1.265778,103.8156705
1986,1302.0,2,3,506.91,HDB,1.3445639999999999,103.851288
2010,1431.0,3,3,2396.93,Condo,1.297287,103.83471
1999,1410.0,2,4,374.47,HDB,1.448019,103.8175605
2022,689.0,2,2,1814.22,Condo,1.3251015004,103.88329281899999
2013,1840.0,4,4,2434.78,Condo,1.315566,103.84451999999999
2004,1281.0,3,3,897.74,Condo,1.346985,103.9595895
1999,1442.0,2,4,421.64,HDB,1.39635,103.90177800000001
2015,775.0,2,2,1225.81,Condo,1.405035,103.90004549999999
2012,958.0,2,2,1868.48,Condo,1.3204745314,103.84474006110001
2011,2314.0,3,3,1145.2,Condo,1.34622,103.76557199999999
2016,3380.0,6,5,872.78,Condo,1.32084,103.8998
2006,1098.0,3,3,1582.88,Condo,1.28928,103.82812
2013,667.0,1,2,1874.06,Condo,1.301274,103.84769250000001
1998,1249.0,2,3,384.31,HDB,1.37781,103.879719
2012,1324.0,2,3,950.15,Condo,1.3846,103.74776
2010,452.0,1,1,1615.04,Condo,1.315143,103.853475
2010,2777.0,4,4,3420.96,Condo,1.307079,103.820769
2003,2519.0,3,4,873.36,Condo,1.391355,103.8959955
2019,958.0,2,3,1553.24,Condo,1.32503,103.89049
1996,1087.0,2,3,321.99,HDB,1.383183,103.77160649999999
2013,441.0,1,1,1405.9,Condo,1.3260999817,103.9076799484
1977,990.0,2,3,459.6,HDB,1.31535,103.77085500000001
1987,1313.0,2,4,464.58,HDB,1.352043,103.9334625
1982,1292.0,2,3,408.67,HDB,1.339092,103.74039
1968,732.0,1,3,448.09,HDB,1.33772,103.84911
2004,1604.0,3,3,810.47,Condo,1.33245,103.942305
2016,474.0,1,1,1308.02,Condo,1.378854,103.9432815
1937,1020.0,1,3,882.35,Condo,1.283238,103.8336795
1989,107.0,2,3,3364.49,HDB,1.345329,103.695849
2005,549.0,1,1,2003.64,Condo,1.3149899999999999,103.834755
2017,689.0,1,2,1201.74,Condo,1.394595,103.8811185
1977,635.0,1,2,440.94,HDB,1.328301,103.94206650000001
2015,1346.0,4,4,928.68,Condo,1.354545,103.96755
2016,495.0,1,1,2826.26,Condo,1.280934,103.8498255
2014,571.0,1,1,1033.27,Condo,1.37556,103.9610745
2014,1055.0,3,3,928.91,Condo,1.3898700000000002,103.77027
2010,3972.0,5,4,4000.0,Condo,1.279647,103.8549735
2015,570.0,1,1,2192.98,Condo,1.3,103.9
1973,635.0,2,2,392.13,HDB,1.2828600000000001,103.82203
2014,1206.0,2,3,388.06,HDB,1.419606,103.8472875
1978,721.0,2,2,441.05,HDB,1.3140180000000001,103.76182800000001
2016,1098.0,2,3,3424.77,Condo,1.277127,103.8458115
2016,1356.0,4,4,1460.18,Condo,1.321821,103.864743
2014,1205.0,2,3,493.78,HDB,1.390482,103.880511
2013,4251.0,3,4,865.68,Condo,1.282203,103.8030255
2010,1033.0,2,3,774.44,HDB,1.294461,103.81097700000001
1988,1528.0,2,3,458.12,HDB,1.35018,103.94119350000001
1999,2282.0,4,3,1485.05,Condo,1.3141260000000001,103.84398
2010,1314.0,3,3,1750.38,Condo,1.30149,103.8986775
2006,3197.0,4,5,625.59,Condo,1.356282,103.9686525
2003,1161.0,2,2,732.13,Condo,1.39176,103.904262
2014,1001.0,2,3,437.56,HDB,1.3876110000000001,103.77171899999999
2000,1205.0,2,3,348.55,HDB,1.391571,103.8845205
2014,990.0,2,3,654.55,HDB,1.375182,103.9004055
1973,699.0,2,3,454.94,HDB,1.2828600000000001,103.82203
2016,786.0,2,2,1437.66,Condo,1.3624032130000001,103.7643717576
1977,1045.0,2,3,411.48,HDB,1.365138,103.865418
2000,1442.0,3,3,644.94,Condo,1.398015,103.75065
2005,1131.0,3,3,882.4,Condo,1.352079,103.7591595
2013,495.0,1,1,1490.91,Condo,1.3229819999999999,103.8510495
2009,958.0,2,2,1294.36,Condo,1.329156,103.945149
2014,657.0,2,2,837.14,HDB,1.35026,103.93597
1982,1119.0,2,3,373.55,HDB,1.352214,103.9524525
2010,3348.0,5,4,2479.09,Condo,1.297143,103.835988
2000,1206.0,2,3,711.44,Condo,1.378197,103.7470815
1986,1076.0,2,2,920.07,Condo,1.310769,103.9380165
2014,1453.0,3,3,1686.17,Condo,1.301643,103.8484755
2012,915.0,2,2,1311.48,Condo,1.327869,103.946409
2013,926.0,3,2,1112.31,Condo,1.348983,103.925961
2012,818.0,1,1,1980.44,Condo,1.3044200000000001,103.8617
2019,1744.0,3,5,1230.0,Condo,1.372077,103.945086
1998,1119.0,3,3,773.01,Condo,1.341081,103.760406
2005,1227.0,3,3,937.25,Condo,1.348587,103.962276
2015,441.0,1,1,1492.06,Condo,1.312776,103.88510550000001
1996,1550.0,2,3,503.23,HDB,1.3446360000000002,103.76052750000001
2016,753.0,2,2,1281.54,Condo,1.3910665803,103.89424520979999
2000,1227.0,2,3,342.3,HDB,1.387224,103.77279
2004,1367.0,3,3,713.24,Condo,1.405053,103.8173625
1986,796.0,2,2,374.37,HDB,1.42638,103.83769000000001
2016,1141.0,3,4,999.12,Condo,1.39545,103.90626
2016,786.0,2,2,1027.99,Condo,1.442169,103.824504
2004,1098.0,2,2,819.67,Condo,1.358649,103.9652865
2002,980.0,2,3,375.51,HDB,1.456146,103.81620600000001
2014,1346.0,3,4,956.91,Condo,1.40246,103.90686
2000,1189.0,3,3,1160.64,Condo,1.347669,103.7718
2000,1496.0,2,3,1129.68,Condo,1.292319,103.8248865
2013,1184.0,2,3,986.49,Condo,1.371861,103.9438485
2005,1453.0,4,4,818.99,Condo,1.348641,103.9620105
1980,2637.0,5,3,1660.98,Condo,1.311741,103.83125849999999
1986,904.0,2,3,438.05,HDB,1.364814,103.8657555
2015,936.0,2,2,1634.62,Condo,1.343313,103.869783
1984,1615.0,3,3,402.48,HDB,1.3536629999999998,103.7161035
2010,1367.0,2,2,1746.89,Condo,1.28626,103.84244
2014,560.0,1,2,1767.86,Condo,1.29084,103.82078
2014,1162.0,2,3,644.58,HDB,1.328436,103.723794
2013,872.0,2,2,1100.92,Condo,1.43585,103.78698
1998,807.0,2,2,976.46,Condo,1.3772879999999998,103.76343
2000,2110.0,3,4,1492.89,Condo,1.2895919999999998,103.8412845
2013,883.0,2,2,1109.85,Condo,1.43585,103.78698
2015,1281.0,3,3,1272.44,Condo,1.368765,103.7763585
2017,1173.0,2,4,1406.65,Condo,1.3654620000000002,103.771773
2014,1055.0,2,3,917.54,Condo,1.424772,103.84805250000001
1983,1001.0,2,3,437.56,HDB,1.352745,103.95038249999999
1981,1270.0,2,3,503.94,HDB,1.32758,103.84504
2016,1141.0,3,3,893.95,Condo,1.376217,103.95952199999999
2014,990.0,2,2,1363.64,Condo,1.312749,103.92365699999999
2015,959.0,3,3,938.48,Condo,1.3833,103.748589
2016,441.0,1,1,1517.01,Condo,1.327302,103.9450725
1967,700.0,1,3,385.71,HDB,1.3344799999999999,103.85108000000001
2014,1248.0,3,4,945.51,Condo,1.389348,103.770297
1998,1292.0,2,4,363.78,HDB,1.383489,103.900311
2014,786.0,2,2,1002.54,Condo,1.3809690000000001,103.90083299999999
1971,700.0,2,2,428.57,HDB,1.3344799999999999,103.85108000000001
1974,1291.0,2,3,720.37,HDB,1.302849,103.913199
1999,2034.0,4,4,2418.88,Condo,1.309455,103.83554699999999
2013,3337.0,3,4,3596.04,Condo,1.314873,103.83147
1983,1119.0,2,3,375.34,HDB,1.34261,103.92539000000001
1937,1030.0,1,3,922.33,HDB,1.283238,103.8336795
2015,1012.0,2,2,1154.15,Condo,1.3856760000000001,103.8697515
2006,1261.0,3,3,832.67,Condo,1.368792,103.9598955
2015,1324.0,3,3,1472.81,Condo,1.31283,103.92608
2001,1206.0,3,3,1036.48,Condo,1.315791,103.8844665
2015,1206.0,2,3,580.43,HDB,1.407771,103.8995865
2013,1044.0,1,2,1532.57,Condo,1.268163,103.814379
2017,517.0,1,2,1547.39,Condo,1.312848,103.8759345
1978,1173.0,3,3,306.91,HDB,1.3461299999999998,103.71311
1997,1561.0,2,3,357.46,HDB,1.431486,103.7925585
2016,1173.0,2,3,1423.7,Condo,1.340973,103.88083950000001
1987,1119.0,2,3,312.78,HDB,1.421991,103.846149
2017,753.0,1,1,2350.76,Condo,1.277226,103.8536955
2017,689.0,2,2,1857.76,Condo,1.307697712,103.7916296309
1997,1301.0,2,3,522.67,HDB,1.320804,103.8533265
1998,1367.0,3,2,1426.48,Condo,1.297413,103.872168
1976,883.0,2,2,351.08,HDB,1.379709,103.829202
2013,2756.0,4,5,1589.26,Condo,1.3114350000000001,103.9302675
2015,883.0,2,3,883.35,HDB,1.320102,103.76557199999999
2014,581.0,1,1,1256.45,Condo,1.34261,103.92539000000001
2014,1625.0,2,3,1969.23,Condo,1.280349,103.852143
1995,1550.0,2,4,411.61,HDB,1.36296,103.957515
1999,1195.0,2,3,834.31,Condo,1.341711,103.9580775
1977,947.0,2,3,430.83,HDB,1.371384,103.837383
2017,936.0,2,3,1376.07,Condo,1.3798882624000002,103.89315524770001
1987,1119.0,2,3,427.17,HDB,1.345491,103.95396
2016,915.0,2,3,846.99,Condo,1.3758299999999999,103.9594815
2014,861.0,2,2,1039.49,Condo,1.438785,103.83104250000001
2002,1184.0,2,3,354.73,HDB,1.443816,103.80794399999999
2000,1226.0,2,3,770.8,Condo,1.373598,103.901022
2002,968.0,2,3,650.83,HDB,1.34995,103.75199
2004,1313.0,3,3,1561.31,Condo,1.312002,103.89545550000001
2011,2270.0,5,4,2125.55,Condo,1.296594,103.842396
1977,1291.0,2,3,503.49,HDB,1.273851,103.811247
2017,1141.0,2,3,1016.65,Condo,1.44794,103.81891
2013,1281.0,2,2,1395.78,Condo,1.282203,103.8030255
1972,700.0,1,1,382.86,HDB,1.3257809999999999,103.92242399999999
2012,2207.0,4,4,2129.59,Condo,1.3044200000000001,103.8617
2014,571.0,1,2,1891.42,Condo,1.339371,103.77981
2010,1001.0,2,3,419.58,HDB,1.392093,103.87524599999999
